rollout/ep_rew_mean,train/ent_coef_loss,train/actor_loss,train/n_updates,time/fps,train/critic_loss,time/episodes,rollout/ep_len_mean,train/learning_rate,time/total_timesteps,time/time_elapsed,train/ent_coef
310.80300821739127,-0.8498167991638184,-49.26408004760742,5474,0,134.47021484375,46,121.19565217391305,0.0003,5575,7119,0.2598543167114258
310.68707663829787,-0.5562676191329956,-45.77648162841797,5547,0,73.13868713378906,47,120.17021276595744,0.0003,5648,7211,0.2573588490486145
310.6246929375,-0.825336754322052,-52.04596710205078,5600,0,78.5085678100586,48,118.77083333333333,0.0003,5701,7291,0.2556740641593933
319.5980755714286,-0.530805766582489,-53.3474235534668,5764,0,96.49406433105469,49,119.6938775510204,0.0003,5865,7507,0.2505011558532715
319.33465678000005,-0.24752724170684814,-51.596134185791016,5812,0,100.12025451660156,50,118.26,0.0003,5913,7584,0.24906815588474274
319.14146882352946,-0.4291091561317444,-58.049217224121094,5872,0,132.29498291015625,51,117.11764705882354,0.0003,5973,7666,0.24736644327640533
319.19470271153847,-0.7389904856681824,-59.92496871948242,5937,0,37.58246612548828,52,116.11538461538461,0.0003,6038,7753,0.24551264941692352
329.7179425660378,-0.5715459585189819,-60.13315200805664,6150,0,92.91267395019531,53,117.94339622641509,0.0003,6251,8021,0.2392822653055191
328.8722498703704,-0.1823287159204483,-69.34632873535156,6227,0,143.7747802734375,54,117.18518518518519,0.0003,6328,8113,0.23732131719589233
328.2691923454546,-0.5889706015586853,-60.104759216308594,6292,0,40.217498779296875,55,116.23636363636363,0.0003,6393,8199,0.23559682071208954
328.24726141071426,-0.4694563150405884,-68.28858184814453,6348,0,54.80438232421875,56,115.16071428571429,0.0003,6449,8280,0.2340732365846634
327.836645122807,-0.675544261932373,-64.17830657958984,6417,0,78.47300720214844,57,114.35087719298245,0.0003,6518,8369,0.23198768496513367
343.386425,-0.23480887711048126,-66.49149322509766,6691,0,69.88011169433594,58,117.10344827586206,0.0003,6792,8719,0.2244790494441986
342.6809199322034,-0.7408692240715027,-65.43692016601562,6756,0,128.86434936523438,59,116.22033898305085,0.0003,6857,8806,0.22268594801425934
345.4052745166666,-0.3138321042060852,-70.84561157226562,6854,0,253.7589111328125,60,115.91666666666667,0.0003,6955,8931,0.21961572766304016
344.60899170491797,-0.27824631333351135,-69.07025146484375,6942,0,103.40541076660156,61,115.45901639344262,0.0003,7043,9032,0.21684595942497253
343.74349095161284,-0.37888598442077637,-77.93090057373047,7015,0,52.961944580078125,62,114.7741935483871,0.0003,7116,9124,0.2146698534488678
343.1845354126984,-0.9001224040985107,-65.46804809570312,7079,0,172.4006805419922,63,113.96825396825396,0.0003,7180,9212,0.21288955211639404
342.58736693749995,-0.7362655401229858,-76.44284057617188,7141,0,82.57633972167969,64,113.15625,0.0003,7242,9299,0.21103712916374207
342.15375423076915,-0.5862972736358643,-74.0710678100586,7219,0,141.33123779296875,65,112.61538461538461,0.0003,7320,9396,0.2082427740097046
344.8339035909091,-0.38984787464141846,-76.34989929199219,7315,0,149.30076599121094,66,112.36363636363636,0.0003,7416,9526,0.20503346621990204
354.5030576716418,0.0009525548666715622,-77.84683990478516,7466,0,119.40377807617188,67,112.94029850746269,0.0003,7567,9732,0.20030342042446136
370.5470121323529,-0.4537133574485779,-79.59666442871094,7806,0,197.2027587890625,68,116.27941176470588,0.0003,7907,10191,0.19191356003284454
372.7849347971014,-0.10702407360076904,-86.33361053466797,7897,0,213.4661102294922,69,115.91304347826087,0.0003,7998,10315,0.1900508999824524
381.3840717,-0.6521592140197754,-88.29688262939453,8078,0,137.6279296875,70,116.84285714285714,0.0003,8179,10537,0.1864461451768875
408.1315903098591,0.2691214382648468,-97.55267333984375,8526,0,60.401634216308594,71,121.50704225352112,0.0003,8627,11103,0.18180018663406372
406.7334121944444,0.0475945770740509,-100.39643096923828,8601,0,86.1075439453125,72,120.86111111111111,0.0003,8702,11199,0.18202129006385803
405.173691219178,0.11687406152486801,-97.29106140136719,8680,0,59.75069808959961,73,120.28767123287672,0.0003,8781,11297,0.18155330419540405
403.8893620945945,0.07193087786436081,-95.89579010009766,8757,0,89.59672546386719,74,119.70270270270271,0.0003,8858,11400,0.18140050768852234
411.5050985999999,-0.10199682414531708,-101.86444091796875,8919,0,150.483642578125,75,120.26666666666667,0.0003,9020,11616,0.1816907525062561
413.0061557894736,0.05177585780620575,-111.84912109375,9029,0,293.5389404296875,76,120.13157894736842,0.0003,9130,11752,0.18191830813884735
425.77228885714277,0.4223625957965851,-101.67084503173828,9452,0,91.97059631347656,77,124.06493506493507,0.0003,9553,12267,0.1864919364452362
432.78068189743584,-0.12214125692844391,-106.5113296508789,9639,0,105.48780822753906,78,124.87179487179488,0.0003,9740,12495,0.1868128478527069
434.34530046835437,-0.21875163912773132,-111.09378814697266,9768,0,77.10111999511719,79,124.92405063291139,0.0003,9869,12646,0.1888555884361267
454.5676704875,0.14292192459106445,-120.10646057128906,10330,0,124.13847351074219,80,130.3875,0.0003,10431,13281,0.18836991488933563
481.4735612098765,0.17397864162921906,-135.07293701171875,10760,0,262.867431640625,81,134.08641975308643,0.0003,10861,13821,0.19226647913455963
497.025345207317,0.39249300956726074,-131.06884765625,11085,0,213.09463500976562,82,136.41463414634146,0.0003,11186,14222,0.19886749982833862
519.5259380843373,-0.30738577246665955,-129.99891662597656,11438,0,216.60098266601562,83,139.02409638554218,0.0003,11539,14731,0.20287059247493744
534.5610717380952,0.029342949390411377,-146.866943359375,11762,0,185.50120544433594,84,141.22619047619048,0.0003,11863,15132,0.2083512395620346
544.7724982941176,-0.03579314425587654,-138.17845153808594,12073,0,88.69532775878906,85,143.2235294117647,0.0003,12174,15527,0.21473993360996246
563.8617563023255,-0.32594990730285645,-145.89710998535156,12514,0,96.58634948730469,86,146.6860465116279,0.0003,12615,16094,0.22386878728866577
582.914779597701,0.28152701258659363,-151.26046752929688,12974,0,134.1348876953125,87,150.28735632183907,0.0003,13075,16682,0.22827604413032532
600.8219383522727,0.045066311955451965,-160.66989135742188,13456,0,248.79534912109375,88,154.0568181818182,0.0003,13557,17281,0.24339593946933746
619.5697012247191,-0.5395577549934387,-152.10592651367188,13955,0,129.535400390625,89,157.93258426966293,0.0003,14056,17898,0.24812354147434235
637.5845228777778,-0.18944483995437622,-155.85362243652344,14319,0,282.1598205566406,90,160.22222222222223,0.0003,14420,18365,0.257353276014328
655.7542345604396,-0.2557125985622406,-174.97402954101562,14711,0,117.7445068359375,91,162.76923076923077,0.0003,14812,18918,0.264845073223114
670.8241240869565,-0.11549048870801926,-179.89126586914062,15042,0,134.58840942382812,92,164.59782608695653,0.0003,15143,19336,0.2702980041503906
673.9767737096774,0.6694099307060242,-190.58570861816406,15224,0,138.3385009765625,93,164.78494623655914,0.0003,15325,19551,0.27839383482933044
688.1318256808511,-0.10390754044055939,-175.886962890625,15640,0,549.1983032226562,94,167.45744680851064,0.0003,15741,20016,0.2831054925918579
704.587340263158,0.0903279110789299,-189.140380859375,15987,0,182.65118408203125,95,169.34736842105264,0.0003,16088,20473,0.28356415033340454
719.3605105833332,0.21175616979599,-196.68170166015625,16292,0,285.98712158203125,96,170.76041666666666,0.0003,16393,20881,0.28675785660743713
734.3534414432988,-0.1887548714876175,-181.14883422851562,16767,0,200.34591674804688,97,173.89690721649484,0.0003,16868,21473,0.29285353422164917
745.1304179591835,0.0445123165845871,-204.69703674316406,17059,0,328.93438720703125,98,175.10204081632654,0.0003,17160,21859,0.2944811284542084
757.9210995353535,0.1918489933013916,-210.25790405273438,17552,0,93.35714721679688,99,178.31313131313132,0.0003,17653,22471,0.29567912220954895
770.3682984999999,-0.20433928072452545,-211.1673126220703,17994,0,77.69996643066406,100,180.95,0.0003,18095,23060,0.2932131886482239
802.57513713,0.3931015729904175,-210.64935302734375,18433,0,254.02227783203125,101,169.29,0.0003,18534,23643,0.2993893027305603
810.7316593,0.05946934595704079,-205.3636474609375,18582,0,798.0030517578125,102,170.47,0.0003,18683,23830,0.3067612648010254
815.0081178900001,-0.01151815801858902,-218.78395080566406,18687,0,73.52899169921875,103,171.05,0.0003,18788,23962,0.3106381297111511
820.5079242300001,0.19583220779895782,-215.76519775390625,18784,0,176.22975158691406,104,171.84,0.0003,18885,24087,0.31348538398742676
825.92602927,-0.09752878546714783,-195.81100463867188,18882,0,115.27133178710938,105,172.65,0.0003,18983,24213,0.3169543743133545
831.47882596,-0.14705534279346466,-217.51036071777344,19005,0,129.12689208984375,106,173.69,0.0003,19106,24347,0.3179040253162384
848.55288101,0.08034509420394897,-232.1334228515625,19290,0,283.0931396484375,107,176.32,0.0003,19391,24701,0.30806878209114075
858.1493137099999,-0.007508136332035065,-221.96102905273438,19459,0,392.184814453125,108,177.77,0.0003,19560,24910,0.3024429976940155
864.28399009,0.09895351529121399,-228.02020263671875,19582,0,109.42640686035156,109,178.78,0.0003,19683,25057,0.30366408824920654
884.5337553599998,-0.17497098445892334,-237.78538513183594,19895,0,138.51931762695312,110,181.65,0.0003,19996,25462,0.3083825707435608
889.7291884099998,-0.45966464281082153,-216.3338165283203,19988,0,264.32806396484375,111,182.28,0.0003,20089,25587,0.30621328949928284
903.1052347199999,0.1400219202041626,-241.3402862548828,20351,0,117.12799072265625,112,183.81,0.0003,20452,26020,0.29915401339530945
914.3910036599998,0.11680939793586731,-233.24688720703125,20477,0,135.15237426757812,113,184.81,0.0003,20578,26219,0.3033345341682434
932.66542523,0.2553213834762573,-250.62152099609375,20813,0,603.0228881835938,114,187.38,0.0003,20914,26640,0.3097076416015625
945.4836287499999,0.0076827071607112885,-229.86599731445312,20992,0,180.25189208984375,115,188.91,0.0003,21093,26886,0.3156683146953583
964.5837448099999,-0.004827720113098621,-244.6959686279297,21397,0,253.00604248046875,116,192.27,0.0003,21498,27340,0.3169286549091339
984.9883960399999,-0.3011227548122406,-255.25096130371094,21750,0,115.45278930664062,117,195.5,0.0003,21851,27766,0.31986942887306213
994.8491741099999,0.1583288609981537,-257.1269836425781,21919,0,222.5281982421875,118,196.84,0.0003,22020,27974,0.3160572946071625
1015.3729737199999,0.0944363921880722,-244.11497497558594,22196,0,348.04644775390625,119,199.31,0.0003,22297,28353,0.32053083181381226
1037.97146585,0.03288623318076134,-264.7507019042969,22618,0,315.0144958496094,120,203.22,0.0003,22719,28855,0.3349219560623169
1058.5147323,-0.22864091396331787,-251.96295166015625,22937,0,348.891357421875,121,206.16,0.0003,23038,29261,0.337240993976593
1064.3168447,-0.18126437067985535,-269.6628723144531,23287,0,235.41860961914062,122,206.58,0.0003,23388,29689,0.3374726176261902
1081.68320179,0.198172464966774,-248.29249572753906,23565,0,260.0992431640625,123,209.15,0.0003,23666,30040,0.33931928873062134
1083.97600809,0.04388589411973953,-263.7935791015625,23620,0,733.5225219726562,124,209.34,0.0003,23721,30112,0.3395735025405884
1102.9277764,-0.061439149081707,-265.501220703125,24281,0,386.1572265625,125,215.74,0.0003,24382,30630,0.3439544439315796
1122.5375097000003,-0.046786218881607056,-262.9056091308594,24864,0,135.09503173828125,126,221.36,0.0003,24965,31197,0.34411874413490295
